"","COM_SECT","Posttown","Quotes","HH","QuotesPCT","expPCT","antiSoc_hh","bikeTheft_hh","burglary_hh","damageAndArson_hh","drugs_hh","other_hh","theft_hh","publicOrder_hh","robbery_hh","shoplifting_hh","theftPerson_hh","vehicleCrime_hh","violence_hh","weapons_hh","totalCrimes_hh","fire_hh","falseAlarm_hh","specialService_hh","totalFires_hh"
"311","SW1V 2","SW"," 210 ",122,"0.0078%","0.0082%",3.13934426229508,0.114754098360656,0.590163934426229,0.401639344262295,0.237704918032787,0.0491803278688525,0.991803278688525,0.0491803278688525,0.516393442622951,0.30327868852459,0.237704918032787,0.450819672131148,0.614754098360656,1.89344262295082,9.59016393442623,0.0901639344262295,0.934426229508197,0.475409836065574,1.5
"312","NW11 8","NW"," 9 ",124,"0.0003%","0.0083%",2.08064516129032,0.0564516129032258,1.07258064516129,0.459677419354839,0.0887096774193548,0.0483870967741935,0.854838709677419,0.0241935483870968,0.459677419354839,0.185483870967742,0.588709677419355,0.306451612903226,0.758064516129032,1.69354838709677,8.67741935483871,0.112903225806452,0.233870967741935,0.209677419354839,0.556451612903226
"313","SW3 2","SW"," 55 ",124,"0.0020%","0.0083%",1.23387096774194,0.104838709677419,0.774193548387097,0.274193548387097,0.354838709677419,0.0645161290322581,1.03225806451613,0.00806451612903226,0.298387096774194,0.42741935483871,1.05645161290323,0.387096774193548,1.59677419354839,1.15322580645161,8.76612903225806,0.0887096774193548,1.00806451612903,0.25,1.34677419354839
"314","N2 8","N"," 264 ",124,"0.0098%","0.0083%",1.30645161290323,0.161290322580645,0.693548387096774,0.580645161290323,0.0806451612903226,0.0806451612903226,1.16129032258065,0.0403225806451613,0.225806451612903,0.314516129032258,0.508064516129032,0.435483870967742,1.03225806451613,1.45967741935484,8.08064516129032,0.185483870967742,0.604838709677419,0.25,1.04032258064516
"315","W1G 8","W"," 18 ",125,"0.0007%","0.0084%",0.304,0.04,0.264,0.024,0.008,0.008,0.232,0.008,0.016,0.04,0.008,0.112,0.288,0.112,1.464,0.008,0.632,0.024,0.664
"316","NW8 6","NW"," 18 ",127,"0.0007%","0.0085%",0.724409448818898,0.0236220472440945,0.31496062992126,0.21259842519685,0.0866141732283465,0.0393700787401575,0.433070866141732,0,0.094488188976378,0.291338582677165,0.425196850393701,1.07874015748032,0.700787401574803,0.464566929133858,4.88976377952756,0.062992125984252,0.488188976377953,0.165354330708661,0.716535433070866
"317","N4 4","N"," 46 ",126,"0.0017%","0.0085%",1.4047619047619,0.158730158730159,1.3968253968254,0.523809523809524,0.119047619047619,0.0396825396825397,0.634920634920635,0.0396825396825397,0.317460317460317,0.396825396825397,0.0158730158730159,0.817460317460317,1.45238095238095,1.65873015873016,8.97619047619048,0.0952380952380952,0.238095238095238,0.30952380952381,0.642857142857143
"318","NW9 6","NW"," 46 ",126,"0.0017%","0.0085%",1.42063492063492,0.0317460317460317,0.595238095238095,0.380952380952381,0.182539682539683,0.0634920634920635,0.603174603174603,0.0476190476190476,0.301587301587302,0.222222222222222,0.253968253968254,0.0634920634920635,0.96031746031746,1.58730158730159,6.71428571428571,0.0634920634920635,0.388888888888889,0.174603174603175,0.626984126984127
"319","N8 0","N"," 64 ",126,"0.0024%","0.0085%",5.06349206349206,0.277777777777778,1.12698412698413,1.04761904761905,0.976190476190476,0.214285714285714,1.82539682539683,0.174603174603175,1.4047619047619,0.674603174603175,0.650793650793651,1.82539682539683,2.28571428571429,4.61904761904762,22.1666666666667,0.238095238095238,0.468253968253968,0.634920634920635,1.34126984126984
"320","NW1 6","NW"," 100 ",127,"0.0037%","0.0085%",3.8740157480315,0.165354330708661,0.850393700787402,0.47244094488189,0.275590551181102,0.110236220472441,1.63779527559055,0.062992125984252,0.692913385826772,0.37007874015748,0.228346456692913,0.606299212598425,0.992125984251969,1.91338582677165,12.251968503937,0.165354330708661,1,0.440944881889764,1.60629921259843
"321","SE15 1","SE"," 173 ",126,"0.0064%","0.0085%",2.61904761904762,0.142857142857143,0.579365079365079,0.666666666666667,0.531746031746032,0.0952380952380952,0.992063492063492,0.103174603174603,0.571428571428571,0.396825396825397,0.69047619047619,0.341269841269841,1.06349206349206,2.75396825396825,11.547619047619,0.301587301587302,0.714285714285714,0.5,1.51587301587302
"322","E16 4","E"," 191 ",126,"0.0071%","0.0085%",2.16666666666667,0.0952380952380952,0.746031746031746,0.857142857142857,0.531746031746032,0.150793650793651,1.23809523809524,0.0952380952380952,0.452380952380952,0.801587301587302,0.111111111111111,0.253968253968254,3.07936507936508,3.67460317460317,14.2539682539683,0.492063492063492,0.611111111111111,0.5,1.6031746031746
"323","SW19 7","SW"," 264 ",127,"0.0098%","0.0085%",0.480314960629921,0.196850393700787,0.748031496062992,0.220472440944882,0.125984251968504,0.0236220472440945,0.488188976377953,0.015748031496063,0.181102362204724,0.0551181102362205,0.078740157480315,0.0551181102362205,1.19685039370079,0.566929133858268,4.43307086614173,0.062992125984252,0.31496062992126,0.15748031496063,0.535433070866142
"324","E16 2","E"," 519 ",126,"0.0192%","0.0085%",3.21428571428571,0.0873015873015873,1.02380952380952,0.793650793650794,0.507936507936508,1.29365079365079,1.36507936507937,0.111111111111111,0.46031746031746,0.484126984126984,0.158730158730159,0.158730158730159,2.08730158730159,2.9047619047619,14.6507936507937,0.277777777777778,0.801587301587302,0.73015873015873,1.80952380952381
"325","SE24 9","SE"," 683 ",126,"0.0253%","0.0085%",1.24603174603175,0.26984126984127,1.16666666666667,0.674603174603175,0.357142857142857,0.111111111111111,0.833333333333333,0.0793650793650794,0.476190476190476,0.531746031746032,0.0873015873015873,0.134920634920635,1.38095238095238,2.12698412698413,9.47619047619048,0.277777777777778,0.801587301587302,0.428571428571429,1.50793650793651
"326","E10 7","E"," 46 ",128,"0.0017%","0.0086%",4.9453125,0.2265625,0.9609375,1.2109375,0.484375,0.140625,1.3671875,0.15625,0.7578125,0.6484375,0.4296875,0.3125,1.8984375,3.921875,17.4609375,0.484375,0.6484375,0.390625,1.5234375
"327","E1 2","E"," 118 ",128,"0.0044%","0.0086%",6.3671875,0.625,1.046875,0.8828125,0.875,0.109375,1.5703125,0.09375,1.1484375,0.6328125,0.7421875,0.5625,1.8203125,3.5703125,20.046875,0.421875,1.7734375,0.796875,2.9921875
"328","NW5 4","NW"," 118 ",131,"0.0044%","0.0088%",2.95419847328244,0.145038167938931,1,0.877862595419847,0.366412213740458,0.122137404580153,0.862595419847328,0.0687022900763359,0.725190839694656,0.396946564885496,0.251908396946565,0.725190839694656,0.778625954198473,2.88549618320611,12.1603053435114,0.114503816793893,0.404580152671756,0.442748091603053,0.961832061068702
"329","SW6 5","SW"," 191 ",131,"0.0071%","0.0088%",1.78625954198473,0.465648854961832,1.0381679389313,0.49618320610687,0.122137404580153,0.0916030534351145,0.801526717557252,0.00763358778625954,0.404580152671756,0.190839694656489,0.244274809160305,0.16030534351145,1.66412213740458,1.6793893129771,9.15267175572519,0.106870229007634,0.267175572519084,0.427480916030534,0.801526717557252
"330","N6 4","N"," 27 ",132,"0.0010%","0.0089%",0.863636363636364,0.0454545454545455,0.840909090909091,0.28030303030303,0.0454545454545455,0.0378787878787879,0.46969696969697,0.0151515151515152,0.204545454545455,0.242424242424242,0.0151515151515152,0.25,1.22727272727273,0.833333333333333,5.37121212121212,0.0909090909090909,0.356060606060606,0.166666666666667,0.613636363636364
"331","E18 1","E"," 64 ",133,"0.0024%","0.0089%",1.78195488721805,0.075187969924812,1.29323308270677,0.699248120300752,0.120300751879699,0.0676691729323308,0.842105263157895,0.0075187969924812,0.345864661654135,0.353383458646617,0.56390977443609,0.255639097744361,1.53383458646617,1.70676691729323,9.64661654135338,0.203007518796992,0.451127819548872,0.255639097744361,0.909774436090226
"332","NW8 0","NW"," 146 ",133,"0.0054%","0.0089%",0.909774436090226,0.0601503759398496,0.75187969924812,0.315789473684211,0.0977443609022556,0.0225563909774436,0.451127819548872,0.0150375939849624,0.345864661654135,0.37593984962406,0.0150375939849624,0.736842105263158,0.759398496240602,1.13533834586466,5.99248120300752,0.150375939849624,0.766917293233083,0.518796992481203,1.43609022556391
"333","SW5 9","SW"," 200 ",133,"0.0074%","0.0089%",3.12781954887218,0.458646616541353,1.24812030075188,0.774436090225564,1.20300751879699,0.210526315789474,1.93984962406015,0.165413533834586,0.954887218045113,0.37593984962406,1.18045112781955,0.56390977443609,0.93984962406015,3.37593984962406,16.5187969924812,0.203007518796992,1.21052631578947,0.827067669172932,2.2406015037594
"334","SE15 4","SE"," 264 ",133,"0.0098%","0.0089%",1.83458646616541,0.398496240601504,1.33082706766917,0.774436090225564,0.390977443609023,0.0977443609022556,1.23308270676692,0.0977443609022556,0.481203007518797,0.473684210526316,0.383458646616541,0.466165413533835,0.819548872180451,2.36842105263158,11.1503759398496,0.157894736842105,0.413533834586466,0.233082706766917,0.804511278195489
"335","N14 6","N"," 36 ",134,"0.0013%","0.0090%",1.11194029850746,0.0373134328358209,0.746268656716418,0.350746268656716,0.104477611940299,0.082089552238806,0.694029850746269,0.0223880597014925,0.216417910447761,0.208955223880597,0.104477611940299,0.134328358208955,0.880597014925373,1.24626865671642,5.94029850746269,0.194029850746269,0.373134328358209,0.291044776119403,0.858208955223881
"336","NW6 6","NW"," 64 ",134,"0.0024%","0.0090%",2.44776119402985,0.365671641791045,1.55223880597015,0.649253731343284,0.335820895522388,0.0895522388059701,1.30597014925373,0.0895522388059701,0.574626865671642,0.716417910447761,0.626865671641791,0.671641791044776,1.92537313432836,2.1865671641791,13.5373134328358,0.156716417910448,0.402985074626866,0.238805970149254,0.798507462686567
"337","NW8 7","NW"," 128 ",134,"0.0047%","0.0090%",1.1044776119403,0.0298507462686567,0.388059701492537,0.238805970149254,0.0671641791044776,0.0373134328358209,0.32089552238806,0.0298507462686567,0.253731343283582,0.246268656716418,0.201492537313433,0.537313432835821,0.567164179104478,0.865671641791045,4.88805970149254,0.126865671641791,0.559701492537313,0.291044776119403,0.977611940298508
"338","W12 7","W"," 237 ",134,"0.0088%","0.0090%",5.64179104477612,0.902985074626866,1.12686567164179,1.23880597014925,1.46268656716418,0.425373134328358,4.43283582089552,0.261194029850746,2.24626865671642,0.723880597014925,5.2089552238806,1.7089552238806,1.37313432835821,6.33582089552239,33.089552238806,0.373134328358209,0.753731343283582,0.529850746268657,1.65671641791045
"339","SE18 4","SE"," 292 ",134,"0.0108%","0.0090%",1.91044776119403,0.0298507462686567,0.604477611940298,1.08208955223881,0.522388059701492,0.119402985074627,0.880597014925373,0.104477611940299,0.82089552238806,0.216417910447761,0.0895522388059701,0.0895522388059701,0.925373134328358,4.64925373134328,12.044776119403,0.164179104477612,0.783582089552239,0.388059701492537,1.33582089552239
"340","W11 3","W"," 18 ",136,"0.0007%","0.0091%",2.5,0.345588235294118,1.07352941176471,0.389705882352941,0.852941176470588,0.110294117647059,1.99264705882353,0.0735294117647059,0.610294117647059,0.330882352941176,0.764705882352941,1.53676470588235,0.808823529411765,1.58088235294118,12.9705882352941,0.132352941176471,0.926470588235294,0.375,1.43382352941176
"341","W2 3","W"," 27 ",136,"0.0010%","0.0091%",2.83088235294118,0.264705882352941,1.80882352941176,0.492647058823529,0.161764705882353,0.0882352941176471,3.56617647058824,0.0147058823529412,0.713235294117647,0.794117647058823,0.176470588235294,1.53676470588235,1.08823529411765,1.89705882352941,15.4338235294118,0.132352941176471,0.992647058823529,0.492647058823529,1.61764705882353
"342","SW5 0","SW"," 55 ",135,"0.0020%","0.0091%",2.24444444444444,0.17037037037037,0.874074074074074,0.266666666666667,0.718518518518519,0.0962962962962963,1.0962962962963,0.00740740740740741,0.222222222222222,0.155555555555556,0.0148148148148148,0.37037037037037,0.992592592592593,1.02222222222222,8.25185185185185,0.118518518518519,0.97037037037037,0.444444444444444,1.53333333333333
"343","NW6 3","NW"," 55 ",136,"0.0020%","0.0091%",1.14705882352941,0.117647058823529,0.830882352941177,0.242647058823529,0.0514705882352941,0.0220588235294118,0.683823529411765,0.0220588235294118,0.25,0.360294117647059,0.176470588235294,0.875,1.16176470588235,1.25,7.19117647058824,0.102941176470588,0.595588235294118,0.257352941176471,0.955882352941177
"344","SW8 4","SW"," 137 ",135,"0.0051%","0.0091%",1.94814814814815,0.281481481481481,0.607407407407407,0.585185185185185,0.296296296296296,0.0592592592592593,1.08888888888889,0.0888888888888889,0.488888888888889,0.244444444444444,0.111111111111111,0.155555555555556,1.00740740740741,2.37037037037037,9.33333333333333,0.2,0.896296296296296,0.414814814814815,1.51111111111111
"345","N1 6","N"," 173 ",135,"0.0064%","0.0091%",3.16296296296296,0.8,1.2962962962963,0.622222222222222,0.57037037037037,0.0814814814814815,1.41481481481481,0.148148148148148,0.622222222222222,0.533333333333333,0.237037037037037,2.16296296296296,1.45185185185185,2.91851851851852,16.0222222222222,0.355555555555556,0.688888888888889,0.851851851851852,1.8962962962963
"346","E8 2","E"," 246 ",135,"0.0091%","0.0091%",5.33333333333333,1.22962962962963,1.83703703703704,1.25185185185185,0.97037037037037,0.2,3.00740740740741,0.281481481481481,1.53333333333333,0.955555555555556,2.42962962962963,2.17777777777778,1.42222222222222,5.57777777777778,28.2074074074074,0.348148148148148,0.733333333333333,0.696296296296296,1.77777777777778
"347","SW8 3","SW"," 292 ",136,"0.0108%","0.0091%",1.59558823529412,0.198529411764706,0.345588235294118,0.5,0.191176470588235,0.117647058823529,1.02205882352941,0.0441176470588235,0.352941176470588,0.132352941176471,0.0514705882352941,0.117647058823529,0.941176470588235,1.54411764705882,7.15441176470588,0.205882352941176,0.360294117647059,0.360294117647059,0.926470588235294
"348","SE8 3","SE"," 383 ",135,"0.0142%","0.0091%",3.05925925925926,0.244444444444444,1.0962962962963,0.896296296296296,0.407407407407407,0.103703703703704,1.07407407407407,0.0740740740740741,0.488888888888889,0.459259259259259,0.148148148148148,0.155555555555556,1.39259259259259,3.02962962962963,12.6296296296296,0.259259259259259,1.04444444444444,0.807407407407407,2.11111111111111
"349","W9 2","W"," 510 ",136,"0.0189%","0.0091%",1.88235294117647,0.257352941176471,1.17647058823529,0.727941176470588,0.125,0.0514705882352941,0.838235294117647,0.0808823529411765,0.345588235294118,0.323529411764706,0.0367647058823529,0.389705882352941,1.41176470588235,2.05882352941176,9.70588235294118,0.191176470588235,1.25735294117647,0.470588235294118,1.91911764705882
"350","SW13 0","SW"," 91 ",137,"0.0034%","0.0092%",0.992700729927007,0.481751824817518,0.956204379562044,0.386861313868613,0.0437956204379562,0.0583941605839416,0.467153284671533,0,0.364963503649635,0.182481751824818,0.197080291970803,0.0656934306569343,1.48175182481752,1.07299270072993,6.75182481751825,0.0875912408759124,0.313868613138686,0.145985401459854,0.547445255474453
"351","N10 1","N"," 109 ",137,"0.0040%","0.0092%",1.31386861313869,0.0656934306569343,0.576642335766423,0.481751824817518,0.160583941605839,0.0510948905109489,0.832116788321168,0.0364963503649635,0.197080291970803,0.277372262773723,0.109489051094891,0.18978102189781,0.802919708029197,1.48905109489051,6.58394160583942,0.167883211678832,0.277372262773723,0.218978102189781,0.664233576642336
"352","NW3 3","NW"," 137 ",137,"0.0051%","0.0092%",2.39416058394161,0.364963503649635,1,0.554744525547445,0.240875912408759,0.0291970802919708,1.30656934306569,0.072992700729927,0.452554744525547,0.854014598540146,0.218978102189781,1.42335766423358,1.31386861313869,2.05109489051095,12.2773722627737,0.204379562043796,1.03649635036496,0.408759124087591,1.64963503649635
"353","SE24 0","SE"," 228 ",137,"0.0084%","0.0092%",2.48905109489051,0.547445255474453,1.27737226277372,0.656934306569343,0.35036496350365,0.0948905109489051,0.817518248175182,0.109489051094891,0.416058394160584,0.299270072992701,0.218978102189781,0.145985401459854,1.44525547445255,2.24087591240876,11.1094890510949,0.138686131386861,0.766423357664234,0.401459854014599,1.30656934306569
"354","W8 5","W"," 18 ",138,"0.0007%","0.0093%",1.3695652173913,0.173913043478261,0.550724637681159,0.289855072463768,0.297101449275362,0.036231884057971,1.44202898550725,0.036231884057971,0.289855072463768,0.130434782608696,0.623188405797101,0.492753623188406,1.10144927536232,0.992753623188406,7.82608695652174,0.0869565217391304,0.579710144927536,0.27536231884058,0.942028985507246
"355","NW9 7","NW"," 27 ",138,"0.0010%","0.0093%",1.59420289855072,0.0507246376811594,1.06521739130435,0.572463768115942,0.442028985507246,0.101449275362319,0.630434782608696,0.0869565217391304,0.210144927536232,0.108695652173913,0.123188405797101,0.101449275362319,0.840579710144927,1.69565217391304,7.6231884057971,0.246376811594203,0.492753623188406,0.217391304347826,0.956521739130435
