"","COM_SECT","Posttown","Quotes","HH","QuotesPCT","expPCT","antiSoc_hh","bikeTheft_hh","burglary_hh","damageAndArson_hh","drugs_hh","other_hh","theft_hh","publicOrder_hh","robbery_hh","shoplifting_hh","theftPerson_hh","vehicleCrime_hh","violence_hh","weapons_hh","totalCrimes_hh","fire_hh","falseAlarm_hh","specialService_hh","totalFires_hh"
"581","SE9 1","SE"," 273 ",183,"0.0101%","0.0123%",1.58469945355191,0.131147540983607,0.595628415300546,0.46448087431694,0.0765027322404372,0.0491803278688525,0.546448087431694,0.0382513661202186,0.371584699453552,0.0983606557377049,0.890710382513661,0.131147540983607,1.05464480874317,1.28415300546448,7.31693989071038,0.14207650273224,0.519125683060109,0.289617486338798,0.950819672131147
"582","N19 5","N"," 292 ",184,"0.0108%","0.0123%",3.19565217391304,0.28804347826087,1.10869565217391,0.842391304347826,0.347826086956522,0.103260869565217,1.0054347826087,0.0380434782608696,0.771739130434783,0.722826086956522,0.266304347826087,1.55978260869565,1.33152173913043,3.29891304347826,14.8804347826087,0.298913043478261,0.739130434782609,0.494565217391304,1.53260869565217
"583","SE13 6","SE"," 538 ",183,"0.0199%","0.0123%",4.96174863387978,0.229508196721311,0.896174863387978,1.2568306010929,0.710382513661202,0.207650273224044,2.27322404371585,0.158469945355191,1.24590163934426,0.617486338797814,0.579234972677596,0.442622950819672,1.39890710382514,5.53005464480874,20.5081967213115,0.322404371584699,1.76502732240437,0.73224043715847,2.81967213114754
"584","SE22 8","SE"," 756 ",183,"0.0280%","0.0123%",1.80327868852459,0.207650273224044,1.08743169398907,0.508196721311475,0.213114754098361,0.0546448087431694,0.573770491803279,0.0546448087431694,0.387978142076503,0.442622950819672,0.672131147540984,0.185792349726776,0.814207650273224,1.48633879781421,8.49180327868852,0.213114754098361,0.53551912568306,0.409836065573771,1.15846994535519
"585","W2 2","W"," 27 ",185,"0.0010%","0.0124%",1.08648648648649,0.383783783783784,0.713513513513514,0.437837837837838,1.34594594594595,0.0702702702702703,1.41621621621622,0.178378378378378,0.583783783783784,0.783783783783784,0.0486486486486487,1.32972972972973,1.32972972972973,1.83783783783784,11.5459459459459,0.227027027027027,0.475675675675676,0.324324324324324,1.02702702702703
"586","E5 9","E"," 282 ",185,"0.0105%","0.0124%",4.14594594594595,0.345945945945946,1.17297297297297,1.04864864864865,0.335135135135135,0.145945945945946,1.34594594594595,0.102702702702703,0.859459459459459,0.794594594594595,0.248648648648649,0.362162162162162,1.45405405405405,3.85945945945946,16.2216216216216,0.367567567567568,0.843243243243243,0.756756756756757,1.96756756756757
"587","SE18 3","SE"," 310 ",185,"0.0115%","0.0124%",1.52432432432432,0.00540540540540541,0.605405405405405,0.562162162162162,0.248648648648649,0.0702702702702703,0.486486486486487,0.0864864864864865,0.405405405405405,0.0756756756756757,0.0648648648648649,0.0540540540540541,0.940540540540541,2.2972972972973,7.42702702702703,0.27027027027027,0.313513513513514,0.32972972972973,0.913513513513514
"588","E16 1","E"," 483 ",185,"0.0179%","0.0124%",3.15135135135135,0.167567567567568,1.24324324324324,0.972972972972973,0.616216216216216,0.124324324324324,4.22702702702703,0.145945945945946,0.686486486486486,0.8,0.8,0.508108108108108,2.71891891891892,3.16216216216216,19.3243243243243,0.389189189189189,0.762162162162162,0.621621621621622,1.77297297297297
"589","SW18 2","SW"," 501 ",185,"0.0186%","0.0124%",1.02702702702703,0.427027027027027,0.816216216216216,0.394594594594595,0.102702702702703,0.0486486486486487,0.491891891891892,0.0378378378378378,0.313513513513514,0.113513513513514,0.427027027027027,0.108108108108108,1.50810810810811,1.35675675675676,7.17297297297297,0.172972972972973,0.313513513513514,0.335135135135135,0.821621621621622
"590","SE6 4","SE"," 665 ",185,"0.0246%","0.0124%",4.06486486486487,0.140540540540541,1.08648648648649,1.21621621621622,0.67027027027027,0.156756756756757,1.28648648648649,0.205405405405405,0.994594594594595,0.627027027027027,1.2,0.32972972972973,1.09189189189189,3.96216216216216,17.0324324324324,0.259459459459459,0.67027027027027,0.621621621621622,1.55135135135135
"591","N11 2","N"," 118 ",186,"0.0044%","0.0125%",1.65591397849462,0.043010752688172,0.768817204301075,0.510752688172043,0.193548387096774,0.0913978494623656,1.77956989247312,0.043010752688172,0.338709677419355,0.301075268817204,0.639784946236559,0.387096774193548,1.38172043010753,1.87096774193548,10.005376344086,0.139784946236559,0.204301075268817,0.258064516129032,0.602150537634409
"592","N1 8","N"," 146 ",187,"0.0054%","0.0125%",1.50267379679144,0.39572192513369,0.475935828877005,0.368983957219251,0.614973262032086,0.0427807486631016,0.705882352941177,0.0267379679144385,0.438502673796791,0.39572192513369,0.834224598930481,1.77540106951872,0.609625668449198,1.31550802139037,9.50267379679144,0.0909090909090909,0.518716577540107,0.25668449197861,0.866310160427808
"593","E10 5","E"," 237 ",187,"0.0088%","0.0125%",2.36898395721925,0.267379679144385,0.834224598930481,0.593582887700535,0.443850267379679,0.0909090909090909,1.01069518716578,0.0748663101604278,0.449197860962567,0.32620320855615,0.786096256684492,0.320855614973262,1.36898395721925,2.90374331550802,11.8395721925134,0.475935828877005,0.598930481283422,0.374331550802139,1.44919786096257
"594","W4 1","W"," 282 ",187,"0.0105%","0.0125%",0.909090909090909,0.374331550802139,0.566844919786096,0.331550802139037,0.0855614973262032,0.0160427807486631,0.577540106951872,0.0320855614973262,0.224598930481283,0.336898395721925,0.128342245989305,0.106951871657754,1.83422459893048,0.887700534759358,6.41176470588235,0.133689839572193,0.358288770053476,0.181818181818182,0.67379679144385
"595","SE1 3","SE"," 310 ",186,"0.0115%","0.0125%",2.3010752688172,0.747311827956989,1.25806451612903,0.564516129032258,0.413978494623656,0.0591397849462366,1.2258064516129,0.0752688172043011,0.338709677419355,0.365591397849462,0.193548387096774,0.924731182795699,1.12365591397849,1.55913978494624,11.1505376344086,0.161290322580645,0.618279569892473,0.408602150537634,1.18817204301075
"596","SW4 6","SW"," 337 ",186,"0.0125%","0.0125%",1.83333333333333,0.333333333333333,0.78494623655914,0.666666666666667,0.580645161290323,0.150537634408602,1.56989247311828,0.204301075268817,0.435483870967742,0.333333333333333,0.263440860215054,0.801075268817204,0.881720430107527,2.25806451612903,11.0967741935484,0.118279569892473,0.290322580645161,0.338709677419355,0.747311827956989
"597","E3 4","E"," 410 ",186,"0.0152%","0.0125%",6.44623655913978,0.548387096774194,1.3494623655914,1.06451612903226,0.591397849462366,0.161290322580645,1.38172043010753,0.172043010752688,1.09677419354839,0.994623655913978,0.236559139784946,0.494623655913978,1.60752688172043,4.26344086021505,20.4086021505376,0.462365591397849,0.564516129032258,0.634408602150538,1.66129032258065
"598","SE7 7","SE"," 419 ",186,"0.0155%","0.0125%",2.1505376344086,0.118279569892473,0.913978494623656,0.897849462365591,0.193548387096774,0.252688172043011,1.64516129032258,0.0376344086021505,0.526881720430108,0.198924731182796,0.973118279569892,0.112903225806452,1.55913978494624,2.27956989247312,11.8602150537634,0.172043010752688,0.435483870967742,0.446236559139785,1.05376344086022
"599","SE13 5","SE"," 501 ",187,"0.0186%","0.0125%",2.48663101604278,0.224598930481283,0.775401069518717,0.925133689839572,0.727272727272727,0.133689839572193,1.31016042780749,0.128342245989305,0.775401069518717,0.406417112299465,0.262032085561497,0.160427807486631,1.31550802139037,3.00534759358289,12.6363636363636,0.128342245989305,0.566844919786096,0.310160427807487,1.00534759358289
"600","SE14 5","SE"," 620 ",187,"0.0229%","0.0125%",3.47058823529412,0.197860962566845,0.973262032085562,1.19786096256684,0.454545454545455,0.112299465240642,0.978609625668449,0.149732620320856,0.561497326203209,0.561497326203209,0.491978609625668,0.272727272727273,1.55614973262032,3.59893048128342,14.5775401069519,0.267379679144385,0.663101604278075,0.636363636363636,1.5668449197861
"601","W14 8","W"," 82 ",188,"0.0030%","0.0126%",2.18617021276596,0.361702127659574,1.25,0.627659574468085,0.712765957446808,0.0904255319148936,1.5531914893617,0.0797872340425532,0.627659574468085,0.164893617021277,0.436170212765957,0.335106382978723,1.99468085106383,2.23936170212766,12.6595744680851,0.164893617021277,0.776595744680851,0.48936170212766,1.43085106382979
"602","E11 1","E"," 155 ",188,"0.0057%","0.0126%",2.27127659574468,0.25,0.888297872340426,0.49468085106383,0.276595744680851,0.122340425531915,0.930851063829787,0.0851063829787234,0.425531914893617,0.303191489361702,0.627659574468085,0.276595744680851,1.47340425531915,1.93085106382979,10.3563829787234,0.25531914893617,0.585106382978723,0.345744680851064,1.18617021276596
"603","SW19 3","SW"," 264 ",188,"0.0098%","0.0126%",1.67553191489362,0.420212765957447,0.76063829787234,0.441489361702128,0.26063829787234,0.0585106382978723,0.691489361702128,0.0638297872340425,0.51063829787234,0.164893617021277,0.457446808510638,0.148936170212766,0.526595744680851,1.3936170212766,7.57446808510638,0.117021276595745,0.547872340425532,0.228723404255319,0.893617021276596
"604","W12 9","W"," 374 ",188,"0.0138%","0.0126%",1.86170212765957,0.25531914893617,0.898936170212766,0.441489361702128,0.228723404255319,0.074468085106383,0.803191489361702,0.074468085106383,0.595744680851064,0.212765957446809,0.25531914893617,0.127659574468085,1.44148936170213,1.8563829787234,9.12765957446809,0.154255319148936,1.07446808510638,0.324468085106383,1.5531914893617
"605","N5 1","N"," 884 ",188,"0.0327%","0.0126%",1.79787234042553,0.51063829787234,1,0.75531914893617,0.143617021276596,0.0531914893617021,1.09042553191489,0.0797872340425532,0.601063829787234,0.409574468085106,0.164893617021277,1.01063829787234,1.11702127659574,1.95212765957447,10.686170212766,0.180851063829787,0.648936170212766,0.287234042553192,1.11702127659574
"606","W12 0","W"," 993 ",188,"0.0368%","0.0126%",4.03191489361702,0.281914893617021,0.904255319148936,0.75,0.414893617021277,0.398936170212766,1.01063829787234,0.0638297872340425,0.75531914893617,0.388297872340426,0.0797872340425532,0.218085106382979,1.32446808510638,3.3936170212766,14.0159574468085,0.292553191489362,0.930851063829787,0.430851063829787,1.65425531914894
"607","W6 0","W"," 55 ",190,"0.0020%","0.0127%",2.49473684210526,0.768421052631579,1.17894736842105,0.568421052631579,0.336842105263158,0.1,1.32631578947368,0.0473684210526316,0.568421052631579,0.284210526315789,0.605263157894737,0.305263157894737,1.81052631578947,1.95263157894737,12.3473684210526,0.173684210526316,1.16842105263158,0.526315789473684,1.86842105263158
"608","E6 3","E"," 91 ",190,"0.0034%","0.0127%",2.27894736842105,0.0947368421052632,0.936842105263158,0.863157894736842,0.678947368421053,0.121052631578947,0.921052631578947,0.0789473684210526,0.505263157894737,0.594736842105263,0.121052631578947,0.263157894736842,2.56842105263158,3.53157894736842,13.5578947368421,0.247368421052632,0.321052631578947,0.421052631578947,0.989473684210526
"609","SW15 2","SW"," 383 ",189,"0.0142%","0.0127%",1.64550264550265,0.35978835978836,0.772486772486772,0.328042328042328,0.100529100529101,0.0634920634920635,0.920634920634921,0.0317460317460317,0.35978835978836,0.195767195767196,0.566137566137566,0.259259259259259,0.82010582010582,1.35978835978836,7.78306878306878,0.137566137566138,0.566137566137566,0.253968253968254,0.957671957671958
"610","SW2 4","SW"," 410 ",190,"0.0152%","0.0127%",2.21052631578947,0.136842105263158,0.768421052631579,0.742105263157895,0.363157894736842,0.110526315789474,0.884210526315789,0.0736842105263158,0.457894736842105,0.347368421052632,0.236842105263158,0.194736842105263,0.978947368421053,2.11578947368421,9.62105263157895,0.152631578947368,0.405263157894737,0.405263157894737,0.963157894736842
"611","SW16 6","SW"," 483 ",189,"0.0179%","0.0127%",2.78835978835979,0.169312169312169,0.814814814814815,0.73015873015873,0.216931216931217,0.0793650793650794,0.82010582010582,0.0687830687830688,0.603174603174603,0.37037037037037,0.349206349206349,0.275132275132275,0.952380952380952,2.49206349206349,10.7301587301587,0.164021164021164,0.264550264550265,0.544973544973545,0.973544973544973
"612","SW6 6","SW"," 82 ",191,"0.0030%","0.0128%",1.19371727748691,0.329842931937173,0.727748691099476,0.308900523560209,0.539267015706806,0.0942408376963351,0.371727748691099,0.0104712041884817,0.209424083769634,0.136125654450262,0.0890052356020942,0.06282722513089,1.32984293193717,1.19371727748691,6.59685863874346,0.0575916230366492,0.942408376963351,0.198952879581152,1.19895287958115
"613","SW19 4","SW"," 301 ",191,"0.0111%","0.0128%",0.801047120418848,0.282722513089005,0.507853403141361,0.298429319371728,0.141361256544503,0.06282722513089,0.50261780104712,0.0366492146596859,0.18848167539267,0.157068062827225,1.26178010471204,0.130890052356021,0.659685863874346,0.675392670157068,5.70680628272251,0.120418848167539,0.591623036649215,0.183246073298429,0.895287958115183
"614","N1 7","N"," 319 ",191,"0.0118%","0.0128%",2.26178010471204,0.403141361256544,0.963350785340314,0.596858638743455,0.581151832460733,0.109947643979058,1.39267015706806,0.0523560209424084,0.523560209424084,0.450261780104712,0.162303664921466,1.41361256544503,1.05235602094241,2.39267015706806,12.3560209424084,0.146596858638743,0.764397905759162,0.460732984293194,1.3717277486911
"615","SE4 2","SE"," 383 ",191,"0.0142%","0.0128%",1.65968586387435,0.104712041884817,0.712041884816754,0.62303664921466,0.151832460732984,0.0837696335078534,0.68586387434555,0.0471204188481675,0.356020942408377,0.225130890052356,0.130890052356021,0.12565445026178,0.863874345549738,1.98952879581152,7.75916230366492,0.141361256544503,0.324607329842932,0.345549738219895,0.81151832460733
"616","SW10 0","SW"," 219 ",192,"0.0081%","0.0129%",2.54166666666667,0.291666666666667,0.614583333333333,0.723958333333333,0.411458333333333,0.0729166666666667,1.36458333333333,0.0625,0.671875,0.458333333333333,0.260416666666667,0.244791666666667,2.16666666666667,2.67708333333333,12.5625,0.192708333333333,0.614583333333333,0.614583333333333,1.421875
"617","E16 3","E"," 328 ",192,"0.0121%","0.0129%",2.52083333333333,0.104166666666667,0.947916666666667,0.807291666666667,0.473958333333333,0.0989583333333333,0.723958333333333,0.145833333333333,0.546875,0.322916666666667,0.130208333333333,0.182291666666667,2.515625,2.68229166666667,12.203125,0.364583333333333,0.442708333333333,0.572916666666667,1.38020833333333
"618","SW15 3","SW"," 328 ",192,"0.0121%","0.0129%",1.26041666666667,0.140625,0.822916666666667,0.473958333333333,0.114583333333333,0.03125,0.369791666666667,0.03125,0.328125,0.0989583333333333,0.223958333333333,0.0833333333333333,0.8125,1.34895833333333,6.140625,0.125,0.291666666666667,0.302083333333333,0.71875
"619","SW15 5","SW"," 346 ",193,"0.0128%","0.0129%",1.04663212435233,0.10880829015544,0.689119170984456,0.678756476683938,0.077720207253886,0.0259067357512953,0.632124352331606,0.0103626943005181,0.269430051813472,0.113989637305699,0.0155440414507772,0.0829015544041451,0.616580310880829,2.3160621761658,6.6839378238342,0.145077720207254,0.430051813471503,0.238341968911917,0.813471502590674
"620","E14 7","E"," 401 ",193,"0.0148%","0.0129%",5.14507772020725,0.227979274611399,1.13989637305699,0.953367875647668,0.435233160621762,0.0725388601036269,1.18652849740933,0.0932642487046632,0.756476683937824,0.626943005181347,0.310880829015544,0.305699481865285,1.13471502590674,3.3419689119171,15.7305699481865,0.336787564766839,0.518134715025907,0.652849740932642,1.50777202072539
"621","SW16 1","SW"," 483 ",194,"0.0179%","0.0130%",1.92783505154639,0.149484536082474,0.747422680412371,0.644329896907217,0.268041237113402,0.11340206185567,1.08762886597938,0.0618556701030928,0.644329896907217,0.345360824742268,0.989690721649485,0.278350515463918,0.855670103092783,2.57731958762887,10.6907216494845,0.206185567010309,0.695876288659794,0.484536082474227,1.38659793814433
"622","SE2 0","SE"," 720 ",194,"0.0267%","0.0130%",1.22164948453608,0.0360824742268041,0.608247422680412,0.664948453608247,0.190721649484536,0.0670103092783505,0.391752577319588,0.0412371134020619,0.304123711340206,0.118556701030928,0.242268041237113,0.0412371134020619,1.25773195876289,1.95360824742268,7.13917525773196,0.293814432989691,0.376288659793814,0.27319587628866,0.943298969072165
"623","NW11 6","NW"," 18 ",195,"0.0007%","0.0131%",0.461538461538462,0.0205128205128205,0.553846153846154,0.18974358974359,0.041025641025641,0.0307692307692308,0.8,0,0.107692307692308,0.0615384615384615,0.00512820512820513,0.0307692307692308,0.856410256410256,0.6,3.75897435897436,0.0615384615384615,0.374358974358974,0.174358974358974,0.61025641025641
"624","N17 9","N"," 18 ",196,"0.0007%","0.0131%",4.77040816326531,0.362244897959184,0.954081632653061,1.14795918367347,0.785714285714286,0.137755102040816,2.19897959183673,0.183673469387755,1.23469387755102,1.74489795918367,1.28571428571429,0.933673469387755,1.71428571428571,5.14285714285714,22.5969387755102,0.36734693877551,0.795918367346939,0.61734693877551,1.78061224489796
"625","N18 1","N"," 64 ",196,"0.0024%","0.0131%",3.07142857142857,0.0663265306122449,1.22448979591837,1.00510204081633,0.362244897959184,0.168367346938776,1,0.112244897959184,0.581632653061224,0.5,0.0663265306122449,0.204081632653061,1.57142857142857,3.3265306122449,13.2602040816327,0.301020408163265,0.214285714285714,0.556122448979592,1.07142857142857
"626","W11 4","W"," 100 ",195,"0.0037%","0.0131%",1.97948717948718,0.307692307692308,0.764102564102564,0.38974358974359,0.435897435897436,0.0512820512820513,0.661538461538462,0.0717948717948718,0.482051282051282,0.220512820512821,0.271794871794872,0.153846153846154,1.15897435897436,1.86153846153846,8.81025641025641,0.164102564102564,1.1025641025641,0.430769230769231,1.6974358974359
"627","N16 8","N"," 282 ",196,"0.0105%","0.0131%",2.36224489795918,0.443877551020408,0.770408163265306,0.785714285714286,0.826530612244898,0.142857142857143,1.01020408163265,0.178571428571429,0.857142857142857,0.418367346938776,0.204081632653061,0.755102040816326,0.816326530612245,3.05102040816327,12.6224489795918,0.244897959183673,0.571428571428571,0.464285714285714,1.28061224489796
"628","N7 8","N"," 346 ",196,"0.0128%","0.0131%",2.9030612244898,0.311224489795918,0.760204081632653,0.607142857142857,0.459183673469388,0.346938775510204,0.918367346938776,0.0714285714285714,0.709183673469388,0.612244897959184,0.418367346938776,1.46938775510204,0.76530612244898,3.51530612244898,13.8673469387755,0.214285714285714,0.627551020408163,0.418367346938776,1.26020408163265
"629","SE23 2","SE"," 419 ",196,"0.0155%","0.0131%",1.80102040816327,0.107142857142857,0.846938775510204,0.846938775510204,0.239795918367347,0.13265306122449,0.647959183673469,0.076530612244898,0.413265306122449,0.352040816326531,0.0816326530612245,0.102040816326531,1.10204081632653,2.14795918367347,8.89795918367347,0.26530612244898,0.566326530612245,0.428571428571429,1.26020408163265
"630","SW9 9","SW"," 428 ",196,"0.0159%","0.0131%",1.98979591836735,0.229591836734694,0.76530612244898,0.75,0.413265306122449,0.076530612244898,1.33673469387755,0.107142857142857,0.372448979591837,0.270408163265306,0.147959183673469,0.596938775510204,0.795918367346939,2.8265306122449,10.6785714285714,0.153061224489796,0.510204081632653,0.464285714285714,1.12755102040816
"631","SW11 2","SW"," 611 ",195,"0.0226%","0.0131%",4.06153846153846,0.476923076923077,0.805128205128205,0.825641025641026,0.584615384615385,0.117948717948718,1.48205128205128,0.153846153846154,0.830769230769231,0.594871794871795,1.12307692307692,0.435897435897436,1.26153846153846,3.77435897435897,16.5282051282051,0.256410256410256,0.964102564102564,0.584615384615385,1.80512820512821
"632","E18 2","E"," 966 ",196,"0.0358%","0.0131%",1.19387755102041,0.0408163265306122,0.989795918367347,0.346938775510204,0.0612244897959184,0.0612244897959184,0.525510204081633,0.0204081632653061,0.209183673469388,0.086734693877551,0.0204081632653061,0.0816326530612245,1.20918367346939,0.892857142857143,5.73979591836735,0.11734693877551,0.25,0.198979591836735,0.566326530612245
"633","SE17 2","SE"," 228 ",197,"0.0084%","0.0132%",1.5989847715736,0.269035532994924,1.02030456852792,0.812182741116751,0.83756345177665,0.147208121827411,1.11675126903553,0.152284263959391,0.705583756345178,0.619289340101523,0.720812182741117,0.49746192893401,0.614213197969543,3.3756345177665,12.4873096446701,0.350253807106599,0.49746192893401,0.796954314720812,1.64467005076142
"634","SW8 1","SW"," 392 ",197,"0.0145%","0.0132%",3.78680203045685,0.461928934010152,0.781725888324873,0.791878172588833,0.649746192893401,0.0812182741116751,1.30964467005076,0.131979695431472,0.624365482233503,0.487309644670051,0.248730964467005,0.634517766497462,1.19289340101523,2.98984771573604,14.1725888324873,0.182741116751269,0.477157360406091,0.436548223350254,1.09644670050761
"635","SE1 4","SE"," 401 ",197,"0.0148%","0.0132%",2.14720812182741,0.304568527918782,0.680203045685279,0.644670050761421,0.50761421319797,0.101522842639594,1.01015228426396,0.177664974619289,0.558375634517767,0.436548223350254,0.355329949238579,0.685279187817259,0.761421319796954,2.36548223350254,10.7360406091371,0.187817258883249,0.360406091370558,0.365482233502538,0.913705583756345
"636","N1 1","N"," 237 ",198,"0.0088%","0.0133%",2.19191919191919,0.484848484848485,0.803030303030303,0.474747474747475,0.303030303030303,0.0858585858585859,0.924242424242424,0.0454545454545455,0.555555555555556,0.313131313131313,0.55050505050505,0.772727272727273,0.823232323232323,1.93434343434343,10.2626262626263,0.136363636363636,0.383838383838384,0.333333333333333,0.853535353535353
"637","SE5 7","SE"," 292 ",198,"0.0108%","0.0133%",2.63636363636364,0.419191919191919,0.853535353535353,0.691919191919192,0.818181818181818,0.0555555555555556,1.01515151515152,0.146464646464646,0.646464646464647,0.601010101010101,0.171717171717172,0.318181818181818,0.595959595959596,3.15151515151515,12.1212121212121,0.207070707070707,0.797979797979798,0.646464646464647,1.65151515151515
"638","E5 8","E"," 447 ",198,"0.0165%","0.0133%",3.6010101010101,0.414141414141414,1.37878787878788,0.732323232323232,0.474747474747475,0.111111111111111,1.07070707070707,0.121212121212121,0.560606060606061,0.671717171717172,0.247474747474747,0.388888888888889,1.43434343434343,2.92424242424242,14.1313131313131,0.252525252525253,0.777777777777778,0.732323232323232,1.76262626262626
"639","E17 5","E"," 510 ",198,"0.0189%","0.0133%",2.67676767676768,0.121212121212121,1.01515151515152,1.02525252525253,0.393939393939394,0.106060606060606,0.782828282828283,0.111111111111111,0.631313131313131,0.388888888888889,0.616161616161616,0.191919191919192,1.35353535353535,3.2020202020202,12.6161616161616,0.388888888888889,0.636363636363636,0.464646464646465,1.48989898989899
"640","SW11 3","SW"," 592 ",198,"0.0219%","0.0133%",1.41919191919192,0.262626262626263,0.666666666666667,0.434343434343434,0.333333333333333,0.0858585858585859,0.853535353535353,0.0252525252525253,0.393939393939394,0.186868686868687,0.232323232323232,0.116161616161616,1.30808080808081,1.91919191919192,8.23737373737374,0.212121212121212,0.383838383838384,0.560606060606061,1.15656565656566
"641","SW18 1","SW"," 665 ",198,"0.0246%","0.0133%",1.29292929292929,0.525252525252525,0.863636363636364,0.454545454545455,0.121212121212121,0.0555555555555556,1.17676767676768,0.0555555555555556,0.388888888888889,0.212121212121212,0.484848484848485,0.126262626262626,1.7020202020202,1.48989898989899,8.94949494949495,0.171717171717172,0.45959595959596,0.277777777777778,0.909090909090909
"642","E12 6","E"," 64 ",201,"0.0024%","0.0135%",3.13930348258706,0.104477611940299,0.850746268656716,0.82089552238806,0.706467661691542,0.169154228855721,1.12935323383085,0.144278606965174,0.383084577114428,0.631840796019901,0.0796019900497512,0.353233830845771,2.16915422885572,3.54726368159204,14.228855721393,0.283582089552239,0.308457711442786,0.432835820895522,1.02487562189055
"643","SW16 4","SW"," 91 ",201,"0.0034%","0.0135%",2.22885572139303,0.0845771144278607,0.706467661691542,0.611940298507463,0.189054726368159,0.0696517412935323,0.631840796019901,0.0597014925373134,0.318407960199005,0.303482587064677,0.134328358208955,0.119402985074627,1.27363184079602,2.17412935323383,8.90547263681592,0.144278606965174,0.388059701492537,0.512437810945274,1.04477611940298
"644","W14 9","W"," 128 ",202,"0.0047%","0.0135%",3,0.559405940594059,1.13861386138614,0.504950495049505,0.396039603960396,0.0841584158415842,0.861386138613861,0.0297029702970297,0.52970297029703,0.267326732673267,0.173267326732673,0.0841584158415842,0.97029702970297,2.04455445544554,10.6435643564356,0.158415841584158,0.732673267326733,0.430693069306931,1.32178217821782
"645","W4 2","W"," 191 ",201,"0.0071%","0.0135%",1.4726368159204,0.447761194029851,0.696517412935323,0.398009950248756,0.0845771144278607,0.0597014925373134,0.91044776119403,0.0149253731343284,0.298507462686567,0.0995024875621891,0.412935323383085,0.104477611940299,1.41293532338308,1.25373134328358,7.66666666666667,0.0796019900497512,0.333333333333333,0.233830845771144,0.646766169154229
"646","SW18 3","SW"," 437 ",201,"0.0162%","0.0135%",1.39800995024876,0.358208955223881,0.706467661691542,0.611940298507463,0.144278606965174,0.27363184079602,0.54228855721393,0.0248756218905473,0.17910447761194,0.18407960199005,0.0398009950248756,0.0696517412935323,1.58706467661692,1.65174129353234,7.77114427860697,0.447761194029851,0.258706467661692,0.18407960199005,0.890547263681592
"647","SW19 8","SW"," 529 ",202,"0.0196%","0.0135%",2.10891089108911,0.277227722772277,0.856435643564356,0.653465346534653,0.247524752475248,0.0940594059405941,1.21287128712871,0.0445544554455446,0.391089108910891,0.133663366336634,1.39108910891089,0.321782178217822,1.0049504950495,1.75742574257426,10.4950495049505,0.113861386138614,0.425742574257426,0.237623762376238,0.777227722772277
"648","SW17 7","SW"," 556 ",201,"0.0206%","0.0135%",1.85572139303483,0.228855721393035,0.800995024875622,0.63681592039801,0.139303482587065,0.104477611940299,1.27363184079602,0.0597014925373134,0.45771144278607,0.203980099502488,0.174129353233831,0.119402985074627,0.960199004975124,3.318407960199,10.3333333333333,0.203980099502488,0.233830845771144,0.27363184079602,0.711442786069652
"649","SW6 7","SW"," 36 ",203,"0.0013%","0.0136%",1.31034482758621,0.32512315270936,0.61576354679803,0.438423645320197,0.187192118226601,0.083743842364532,0.487684729064039,0.0197044334975369,0.310344827586207,0.113300492610837,0.0886699507389163,0.0935960591133005,0.876847290640394,1.33004926108374,6.2807881773399,0.147783251231527,0.655172413793103,0.339901477832512,1.14285714285714
"650","SW19 6","SW"," 483 ",203,"0.0179%","0.0136%",0.945812807881773,0.206896551724138,0.630541871921182,0.394088669950739,0.108374384236453,0.0394088669950739,0.403940886699507,0.0443349753694581,0.305418719211823,0.0788177339901478,0.113300492610837,0.0443349753694581,0.467980295566502,1.43349753694581,5.21674876847291,0.152709359605911,0.187192118226601,0.246305418719212,0.586206896551724
"651","SW17 8","SW"," 556 ",203,"0.0206%","0.0136%",2,0.201970443349754,0.847290640394089,0.679802955665025,0.182266009852217,0.0443349753694581,0.669950738916256,0.0738916256157636,0.467980295566502,0.354679802955665,0.0935960591133005,0.187192118226601,1.38916256157635,2.42364532019704,9.61576354679803,0.0886699507389163,0.379310344827586,0.295566502463054,0.763546798029557
"652","SW19 1","SW"," 620 ",203,"0.0229%","0.0136%",1.64039408866995,0.41871921182266,0.694581280788177,0.536945812807882,0.29064039408867,0.0394088669950739,0.74384236453202,0.0689655172413793,0.41871921182266,0.103448275862069,0.729064039408867,0.152709359605911,0.571428571428571,1.93103448275862,8.33990147783251,0.172413793103448,0.463054187192118,0.330049261083744,0.96551724137931
"653","SW15 6","SW"," 410 ",205,"0.0152%","0.0137%",1.08780487804878,0.141463414634146,0.521951219512195,0.321951219512195,0.0634146341463415,0.0536585365853659,0.395121951219512,0.024390243902439,0.248780487804878,0.0926829268292683,0.175609756097561,0.0780487804878049,0.780487804878049,0.985365853658537,4.97073170731707,0.0878048780487805,0.229268292682927,0.146341463414634,0.463414634146341
"654","SW17 0","SW"," 428 ",204,"0.0159%","0.0137%",2.96078431372549,0.725490196078431,0.882352941176471,0.911764705882353,0.284313725490196,0.122549019607843,2.32843137254902,0.0686274509803922,1,0.323529411764706,0.931372549019608,0.563725490196078,1.15196078431373,3.61274509803922,15.8676470588235,0.333333333333333,1.35294117647059,0.475490196078431,2.16176470588235
"655","N19 3","N"," 428 ",205,"0.0159%","0.0137%",2.93170731707317,0.2,1.09268292682927,0.765853658536585,0.302439024390244,0.0731707317073171,1.15609756097561,0.121951219512195,0.804878048780488,1.49756097560976,0.507317073170732,2.00487804878049,1.58048780487805,3.32195121951219,16.3609756097561,0.268292682926829,0.526829268292683,0.458536585365854,1.25365853658537
